country,area,location,latitude,longitude,match_type
AUSTRALIA,New South Wales,Turncurry Beach,-32.1698,152.5049718,location
AUSTRALIA,Queensland,Lucinda,-18.549645212,146.298108873,location
USA,California,"Ship Rock near Catalina, Los Angeles County",33.46271,-118.4919,location
USA,Georgia,"Wilmington River, Chatham County",31.92105,-80.93761,location
AUSTRALIA,Western Australia,"Guillotines surf break, Shire of Augusta Margaret River",-34.1152,115.32277,location
AUSTRALIA,New South Wales,Samurai Beach,-32.7649,152.12734,location
USA,California,"Beacons Beach, San Diego County",33.06584,-117.304913,location
USA,California,"Stillwater Cove, Monterey County",36.56385,-121.9419,location
NEW ZEALAND,North Island,"Off Tapuna Beach, Auckand",-36.854683150801,174.751483399975,location
EGYPT,Red Sea Protectorate,Marsa Ghalib,24.721772765377,34.141488462562,location
USA,Florida,St. Augustine,29.896004,-81.316709,location
SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",-34.038,23.3782,location
USA,Florida,Mayport Naval Station  Duval County,30.394745,-81.410855,location
AUSTRALIA,Tasmania,Clifton Beach,-42.980991359,147.543006901,location
UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,25.11641,56.34141,location
USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",30.6686874,-81.4343693,location
THAILAND,Phuket,Karon Beach,7.839224881,98.294038388,location
USA,North Carolina,"Off Surf City, Pender County",34.425619,-77.546911,location
AUSTRALIA,South Australia,Fishery Bay,-34.7470956,135.8487067,location
USA,California,"Montaña de Oro State Park, San Luis Obispo County",35.2639,-120.8622,location
AUSTRALIA,Queensland,Rudder Reef,-16.2,145.71667,location
USA,California,"Leadbetter Beach, Santa Barbara County",34.40244,-119.69932,location
USA,North Carolina,"Figure Eight Island,  New Hanover County",34.27073,-77.74276,location
AUSTRALIA,Western Australia,Horizontal Falls,-25.474315693,122.184309326,location
SOUTH AFRICA,Western Cape Province,Simonstown,-34.1934,18.43585,location
USA,Florida,Delray Beach,26.4616338,-80.0731071,location
FRENCH POLYNESIA,Society Islands,Huahine,-17.17568,-150.38631,location
AUSTRALIA,Western Australia,"Trigg Beach, Perth",-31.877937,115.75177,location
USA,Florida,"Near Boynton Beach, Palm Beach County",26.5289113,-80.0641707,location
BAHAMAS,Eleuthera,Savannah Sound,25.08416,-76.13714,location
NEW ZEALAND,Mercury Islands,Great Mercury Island,-36.61667,175.8,location
USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",42.0007801,-70.0204591,location
PAPUA NEW GUINEA,Central Province,"Hula, near Port Moresby",-10.09459,147.72766,location
SOUTH KOREA,Jeju Province,Jeju Island,33.40167,126.54611,location
SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",-27.53372,32.6719,location
AUSTRALIA,Queensland,"Dent Island, Whitsundays",-20.3,148.93333,location
USA,Florida,"Key Colony Beach, Monroe County",24.720757,-81.01894,location
NEVIS,Unknown,Castle Beach,17.150599873151,-62.58663514119,location
USA,Florida,"Carlin Park, Jupiter Inlet",26.92911,-80.06919,location
AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",-35.760417625,150.207419498,location
PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",18.0616,120.5221,location
AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",-28.63969,153.62728,location
MEXICO,Guerro,Playa Linda,30.712211945,-114.706764444,location
FIJI,Yasawa Islands,Turtle Island,-16.79358,177.50689,location
NEW ZEALAND,North Island,"Raglan, Manu Bay",-37.8225592,174.8129668,location
USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",33.71270638813,-78.859913126694,location
CHINA,Shanghai,"Ocean World, Changfeng Park",31.22222,121.45806,location
VANUATU,Malampa Province,Malakula (Malakula Island),-16.26997,167.50674,location
AUSTRALIA,Western Australia,Redgate Beach,-34.03917,114.99854,location
USA,Texas,1.5 miles off Surfside,28.943303,-95.297715,location
BRAZIL,Pernambuco,"Pau Amarelo Beach, Paulista District (17 km from Recife)",-8.0551894,-34.871176,location
VENEZUELA,Nueva Esparta,"El Yaqu, Isla de Margarita",10.98705,-63.93568,location
NEW ZEALAND,Southland,East side of Bench Island in the Foveaux Strait,-46.70843,168.01009,location
USA,Florida,A quarter mile north of Fort Pierce Inlet,27.4685536,-80.3492951,location
USA,Florida,"Wilbur-by-the-Sea, Volusia County",29.13137,-80.95755,location
USA,California,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",40.769706000932,-124.218948010457,location
USA,Florida,"Lake Worth Inlet/West Palm Beach, Palm Beach County",26.852946684915,-80.053800165641,location
TONGA,Minerva Reef,Treated at Nuku-alofa,-21.1390711,-175.2009107,location
USA,Florida,"Seminole Avenue, Ormond Beach, Volusia County",29.285041638828,-81.039387257924,location
USA,California,"Off Ventura, Anacapa & Santa Cruz Islands",33.760742891468,-118.388459616522,location
SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",-33.04692,17.96995,location
USA,Missouri,St. Louis,38.635355,-90.2009855,location
TONGA,Vava’u,Neiafu,-18.623413033333,-173.9706555,location
USA,Mississippi,"Cat Island, Harrison County",30.22659,-89.10309,location
USA,Hawaii,"Kinikini, Mana, Kaua'i",22.03583,-159.76941,location
USA,Unknown,1200 miles east of New Jersey,39.683898781233,-75.10892574348,location
SOUTH AFRICA,Western Cape Province,Saxon Reef,-34.7,20.25,location
EL SALVADOR,La Libertad,El Cocal Beach,13.4877907,-89.32208,location
AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",-28.631810047003,153.585764536078,location
USA,Hawaii,"Wai'anae, O'ahu",21.446906,-158.188726,location
VANUATU,Malampa Province,"Port Sandwich, Malakula",-16.45,167.76667,location
USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",34.021930775998,-118.786794538052,location
USA,Florida,"Fowey Rock, Key Biscayne",25.692497,-80.169556,location
SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffrey’s Bay",-34.0910571,24.896905,location
USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",26.399521948696,-80.069151274551,location
SOUTH AFRICA,KwaZulu-Natal,Mpande,-28.28333,31.41667,location
SOUTH AFRICA,KwaZulu-Natal,Anstey’s,-29.929658794625,31.014450624185,location
USA,Florida,10 miles off Cape Canaveral,28.388229,-80.605878,location
AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",-43.181784464,147.938728962,location
USA,Texas,Padre Island,26.8445,-97.36776,location
USA,Hawaii,"Ka'anapali, Maui",20.933749,-156.692455,location
SOUTH AFRICA,Western Cape Province,Macassar,-34.06405,18.76334,location
USA,Florida,"Crescent Beach, St. Johns County",29.768745,-81.253492,location
MICRONESIA,Namonuito Atoll,Pisarach (Pisaras),8.725,150.0,location
AUSTRALIA,Queensland,Broomfield Reef,-23.26879,151.94281,location
SOUTH AFRICA,KwaZulu-Natal,Brighton Beach,-29.9365979,31.0038845,location
MEXICO,Veracruz,Cabo Rojo,21.726656388,-97.558707778,location
USA,Texas,"South Jetty, Galveston",29.32968,-94.70742,location
SOUTH AFRICA,Eastern Cape Province,Riet River,-32.04807,26.15054,location
AUSTRALIA,Queensland,Near Brisbane,-27.470718612,153.024875611,location
PANAMA,Caribbean Sea,Golfo de los Mosquitos,9.0,-81.25,location
AUSTRALIA,New South Wales,Port Jervis,-35.059269148155,150.627461525591,location
PAPUA NEW GUINEA,New Britain,Near Rabaul,-4.1948704,152.1686478,location
SOLOMON ISLANDS,Ysabel Island,Susukana Plantation,-8.01667,159.41667,location
NEW ZEALAND,North Island,South of New Plymouth,-39.067930127218,174.03933748755,location
NEW ZEALAND,South Island,"Pigeon Bay, Canterbury",-43.7035,172.9049,location
USA,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",25.775084,-80.194702,location
AUSTRALIA,Victoria,"Fairhaven Beach, Lorne",-38.4682064,144.0848736,location
SOUTH AFRICA,KwaZulu-Natal,Uvongo,-30.8353385,30.3906515,location
MID ATLANTIC OCEAN,Unknown,Venezuelan aircraft lost,40.242529,-74.032533,location
GREECE,Corfu Island,Kérkira,39.59828,19.85231,location
JAPAN,Izo Islands,"Mikura-jima Island, 150 miles south of Tokyo",33.89739103,139.59580109,location
USA,Georgia,200 miles east of Savannah,32.0573616,-81.0568713,location
PAPUA NEW GUINEA,Bougainville (North Solomons),"Kahuli, Buka Island",-6.25182,155.36247,location
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",-2.24338,147.40859,location
SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",-29.81691,31.0385825,location
USA,New York,"Beach 103rd Street, Rockaway",40.584604684234,-73.82443008735,location
USA,Florida,275 miles northeast of Miami,25.689997398616,-80.38224827516,location
NORTH PACIFIC OCEAN,Unknown,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,40.242529,-74.032533,location
SOLOMON ISLANDS,Unknown,Battle of Guadalcanal,-9.63333,160.2,location
INDIA,West Bengal,Hooghley River near Budge-Budge,22.4403,88.21,location
AUSTRALIA,New South Wales,"St. George’s River at Moorebank, near Milperra Bridge",-33.986735598,151.07191187,location
TURKEY,Istanbul,"Haydarpasa jetty, Istanbul",40.99596,29.02459,location
AUSTRALIA,South Australia,"Port River, Adelaide",-34.8379579502,138.505308905361,location
FIJI,Yasawa Islands,Nabukeru,-16.8417401,177.4675106,location
CUBA,Havana Province,"Miramar, Havana",23.13302,-82.38304,location
AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor",-33.868719387,151.206957214,location
USA,Florida,"Sea Spray, Palm Beach",26.707793380686,-80.038548290905,location
PANAMA,Gulf of Panama,Taboga Island Bay,8.78957,-79.55767,location
SOUTH AFRICA,Western Cape Province,Little Brak River,-34.08286,22.14763,location
NEW ZEALAND,South Island,"Menzies Bay, Banks Peninsula,",-43.5857282,172.7291906,location
COSTA RICA,Turtle Bogue,Where Colorado River enters the sea,9.972837179,-84.196318439,location
NIGERIA,Lagos,Lagos,6.4931107,3.3841634,location
NEW ZEALAND,North Island,"Waikanae Beach, Gisborne",-38.6707824,178.0147882,location
EGYPT,Gulf of Suez,Off Ras Gharib,28.35831,33.07829,location
CROATIA,Primorje-Gorski Kotar County,Krk Island,45.07528,14.61694,location
ITALY,Calabria,Bagnara Calabra,38.2883864,15.8082958,location
USA,Hawaii,Off Kohala,19.056642035283,-155.76904532642,location
USA,New York,"Prince's Bay, Staten Island",40.525507,-74.200064,location
INDIA,West Bengal,Ganges River,23.839721,87.552623,location
NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor",-36.853987041643,174.783734680207,location
USA,North Carolina,"Morehead, Carteret County",34.723598,-76.729607,location
PERU,Unknown,Tumbez,-3.56694,-80.45153,location
AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",-33.801029339058,150.803934562309,location
USA,New York,New York,40.7130466,-74.0072301,location
AUSTRALIA,New South Wales,Macleay River,-30.86667,153.01667,location
USA,Hawaii,"Maliu, Hawai'i",20.218105687129,-155.860431349849,location
PANAMA,Las Perlas archipelago,Taboga & Isla del Rey,8.39087,-79.02603,location
PORTUGAL,Norte,9 nm off Vila do Conde,41.3537975,-8.7428718,location
AUSTRALIA,South Australia,D’Estrees Bay near Kangaroo Island,-35.929591158,137.594360133,location
AUSTRALIA,Queensland,"Greenmount Beach, Coolangatta",-28.1662,153.5426,location
AUSTRALIA,Western Australia,Cull Island / Esperance,-33.827040392825,121.908984427298,location
SEYCHELLES,Praslin,Amitié Beach,-4.32146,55.72394,location
AUSTRALIA,Northern Territory,"Nightcliff Jetty, Darwin",-12.38772,130.84619,location
AUSTRALIA,Northern Territory,Off Nhulunbuy,-12.182102275,136.782561785,location
AUSTRALIA,New South Wales,Arrawarra Headland,-30.068030807,153.199471639,location
USA,Florida,"Destin, Okaloosa County",30.3936755,-86.4956633,location
EGYPT,Suez,Ain Sokhna,29.58902,32.33597,location
USA,Florida,"Corners Beach, Jupiter, Palm Beach County",26.942207558808,-80.080291407193,location
USA,Hawaii,"Kehena Beach, Hawaii",19.39356,-154.9301,location
USA,California,"Deer Creek Beach, Ventura County",34.0592787,-118.975156,location
USA,Florida,Macarthur State Park,26.6691383,-80.0699431,location
USA,Florida,"Casino Beach, Pensacola, Escambia County",30.3317477,-87.1410901,location
USA,Hawaii,Pohoiki,19.45797,-154.84371,location
USA,Hawaii,"Ka'a Point, Maui",20.85632,-156.82905,location
AUSTRALIA,Western Australia,African Reef off Geraldton,-28.80252,114.61855,location
AUSTRALIA,Western Australia,Ocean Reef,-31.75808771,115.737240457,location
AUSTRALIA,New South Wales,Angourie,-29.479241263,153.359289724,location
DOMINICAN REPUBLIC,Samaná Province,Playa Jackson,19.27228,-69.69389,location
TURKS & CAICOS,Middle Caicos,Mudjin Harbor,21.836227,-71.8138306,location
SOUTH AFRICA,Western Province,Fish Hoek,-34.13419,18.42484,location
USA,California,"Shell Beach, San Luis Obispo County",35.153322,-120.67374,location
TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13,23.752816021,120.953463961,location
SOUTH AFRICA,Western Cape Province,Off Cape Point,-34.35717,18.49752,location
NEW ZEALAND,North Island,Haumoana,-39.6042747,176.946053,location
BRAZIL,Bahia,Guarajuba,-12.6502072,-38.0738317,location
USA,Florida,"Opposite Patrick Air Force Base, Brevard County",28.2141861,-80.6105797,location
USA,Florida,"Islamorada, Monroe County",24.9351271,-80.6155336,location
NEW CALEDONIA,North Province,Kaala-Gomen,-20.66667,164.4,location
AUSTRALIA,New South Wales,Cape Howe,-34.05152,151.15248,location
AUSTRALIA,South Australia,"Brighton Beach, Adelaide",-35.0193243,138.5148673,location
AUSTRALIA,South Australia,"Middle Beach, 40 km north of Adelaide",-34.583652288648,138.494317149437,location
USA,Florida,"Long Key, Monroe County",24.824711,-80.81533,location
USA,Florida,"Big Bayou, St. Petersburg, Pinellas County",27.74142,-82.63426,location
EGYPT,Sinai Peninsula,The lagoon at Dahab,28.4889336,34.5015646,location
USA,Florida,"Coral Cove Park, Jupiter Inlet, Palm Beach County",26.9631396,-80.0789406,location
AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",-33.920492768884,151.254484275159,location
AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",-28.813397609,153.596179398,location
USA,South Carolina,"Off 21st Avenue, Isle of Palms, Charleston County",32.791924621355,-79.784900899563,location
NEW ZEALAND,Cook Islands,"Arorangi, Rarotonga",-40.232700881,175.618782497,location
SOUTH AFRICA,KwaZulu-Natal,South of Durban,-29.835670834205,30.995563920173,location
USA,Florida,"Neptune Avenue, Ormond Beach, Volusia County",29.299749000818,-81.047989174857,location
USA,Florida,"Fort Pierce Inlet, St. Lucie County",27.47019,-80.29106,location
USA,Florida,"World Typhoon Lagoon, Disney Water Park, Orange County",28.36584,-81.52961,location
USA,Florida,"Atlantiic Beach, Duval County",30.3336079,-81.397624,location
USA,Hawaii,"Olowalu side of Lahina, Maui",20.810830707574,-156.622883191622,location
SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,-34.03693,25.50455,location
BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",-22.9678525,-43.1789833,location
USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee,28.516852,-82.582536,location
REUNION,Unknown,la Pointe-au-Sel,-21.19898,55.28338,location
SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",-33.99385,22.57574,location
USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",32.143398,-80.750177,location
USA,California,Between Santa Cruz Island and Santa Barbara,36.714967715887,-119.572531012619,location
EL SALVADOR,La Libertad,La Libertad,13.4877907,-89.32208,location
SOUTH AFRICA,Western Cape Province,Miller’s Point,-34.23028,18.47661,location
USA,California,"Off Palos Verdes Estates, Los Angeles",33.800192,-118.390445,location
USA,Florida,"Shell Island Panama City Beach, Bay County",30.118689,-85.721049,location
SOUTH AFRICA,Western Cape Province,Sculphoek,-34.43484,19.20405,location
SOUTH AFRICA,KwaZulu-Natal,Umzimkulu,-30.2650598,29.9386015,location
SOUTH AFRICA,Eastern Cape Province,Great Fish River,-32.1,25.03333,location
USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",21.3035,-158.0452,location
USA,Hawaii,"Ha'ena Beach Park, Kaua'i",22.21992,-159.56616,location
NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),-19.73333,163.66667,location
USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",26.5582888,-80.1379666,location
USA,New Jersey,"Sandy Hook, Monmouth County",40.44346,-73.98788,location
AUSTRALIA,South Australia,(Point Sinclair) Penong,-32.004927599964,132.988869789052,location
SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",-34.17286,18.66443,location
CROATIA,Zadar County,Novigrad,44.19417,15.55667,location
USA,Texas,Packery Channel,27.62476,-97.21471,location
PAPUA NEW GUINEA,New Ireland Province,"Mission Beach, Lambon Island, near Duke of York Islands",-4.79506,152.84635,location
AUSTRALIA,Western Australia,Roe Reef off Rottnest Island,-32.007488242,115.520328532,location
ITALY,Taranto province,"Pulsano, near Taranto",40.46438,17.24707,location
USA,Texas,Bolivar Peninsula,29.482604,-94.570869,location
PHILIPPINES,Unknown,Off Cebu,10.31672,123.89071,location
AUSTRALIA,Western Australia,"Bathurst Reef, Rottnest Island",-32.007488242,115.520328532,location
AUSTRALIA,South Australia,55 miles south of Adelaide,-34.856524112086,138.521843205786,location
PAPUA NEW GUINEA,Central Province,Near Fisherman's Island,-10.0,148.0,location
SOUTH AFRICA,Eastern Cape Province,Humewood,-33.97426,25.63634,location
AUSTRALIA,Queensland,Noosa Heads,-26.394060396,153.089098526,location
PERSIAN GULF,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,-7.330592431037,144.824576272837,location
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Rossun, Manus",-2.24338,147.40859,location
AUSTRALIA,Western Australia,Carnac Island,-32.12413,115.6649,location
USA,Florida,Haulover Inlet,25.901279,-80.121971,location
AUSTRALIA,Western Australia,Frenchman Bay,-35.093464738,117.948499598,location
PHILIPPINES,North Palawan,Cabuli Island,11.4331,119.5017,location
PAPUA NEW GUINEA,West New Britain Province,"East Nakanai, Talasea",-5.66667,149.58333,location
NEW ZEALAND,North Island,North Auckland,-36.828895418273,174.812399184524,location
PAPUA NEW GUINEA,Central Province,"Paga Point, Port Moresby",-10.0,148.0,location
BERMUDA,South shore,Elbow Beach,32.272683,-64.7774184,location
AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",-34.069732876359,151.15305691272,location
MAURITIUS,Port Louis Province,Port Louis,-20.16667,57.525,location
PACIFIC OCEAN,Unknown,In Los Angeles – Honolulu yacht race,40.242529,-74.032533,location
SOUTH AFRICA,Eastern Cape Province,Port St. Johns,-31.62291,29.54477,location
NEW GUINEA,Madang Province,Manam Island,-4.07714,145.0377,location
USA,Florida,"Rock Harbor, Key Largo, Monroe County",25.07679,-80.46034,location
PANAMA,Canal Zone,300 yards west of mouth of the Chagres River,9.132011094325,-80.106714980029,location
USA,South Carolina,"Oketee River, Jasper County",32.434250124206,-81.002746341636,location
NEW GUINEA,"Abau Sub District, Central Province",Kerpuna,-10.08333,148.91667,location
GREECE,Attica,Keratsini,37.9599249,23.626184,location
ITALY,40 miles south of Naples,Tyrrhenian Sea,40.9193922,14.3008539,location
SOLOMON ISLANDS,Unknown,Off Guadalcanal,-9.63333,160.2,location
SOUTH AFRICA,Western Cape Province,Clifton,-33.93684,18.37914,location
BAHAMAS,Cay Sal Bank,Anchored off the largest island in the group,25.04082,-77.37122,location
AUSTRALIA,Queensland,"Surfers Paradise, near Southport",-28.002705698834,153.429147411803,location
VENEZUELA,Carabobo,"El Falito, near Puerto Cabello",10.4652556,-68.0332187,location
AUSTRALIA,New South Wales,"Lady Martin’s Beach, Sydney Harbor",-33.865,151.2535,location
CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",45.32934,14.43552,location
AUSTRALIA,New South Wales,Off Mooloolabah,-32.175903816,147.009716541,location
AUSTRALIA,New South Wales,North Steyne,-33.791426044312,151.2869958352,location
AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland",-9.561435995,142.288520258,location
FIJI,Viti Levu Island,Tamavua River,-17.84512,178.01903,location
AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",-15.464030069,145.168718508,location
BRAZIL,Porto Seguro,90 miles off Albrohos Island,-16.4508765,-39.0643332,location
AUSTRALIA,New South Wales,"Kiah Creek, Eden",-37.071384637184,149.894231418098,location
BERMUDA,Unknown,18 miles southwest of Bermuda,32.306817732,-64.770041837,location
HAITI,Cape Haitien,Marine Dock,19.75938,-72.19815,location
USA,Florida,"Near Panama City, Bay County",30.1852107,-85.7308328,location
PHILIPPINES,Luzon Island,Canacao Bay,14.688759392448,121.001617382747,location
AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney",-33.814293918372,151.156607236522,location
USA,Texas,"Texas City, Galveston",29.384016,-94.902549,location
ITALY,Ancona Province,Ancona,43.5942,13.50337,location
YEMEN,Aden,Outer Harbor,12.77944,45.03667,location
LEBANON,Unknown,Off Tripoli,34.4267296,35.8423971,location
FRENCH POLYNESIA,Unknown,One week out of Pápete,-17.5372634,-149.5660301,location
SOUTH AFRICA,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",-31.62828,29.54935,location
INDIA,Unknown,"At Panihattu, Barrackpore, Dackhineshwar, Barahonagore, Kashipur & Chitpur down to Baug Bazar ghats",22.6039004,88.3676641,location
USA,Georgia,Cumberland Island,30.85107,-81.44843,location
USA,South Carolina,Off the Battery,32.124328342682,-80.803187775311,location
ENGLAND,Norfolk,Hunstanton,52.938905691,0.488916832,location
USA,CUBA,Near Havana,27.9455467,-82.4437612,location
INDIA,Kerala,River Cochin,9.967857780356,76.242191228506,location
USA,South Carolina,"Sea Pines Beach, Hilton Head Island, Beaufort County",32.155978545349,-80.762820153768,location
SOUTH AFRICA,Easten Cape Province,"Supertubes, Jeffreys Bay",-34.04526,24.92146,location
USA,Mississippi,Horn Island,30.2402,-88.6878,location
AUSTRALIA,Western Australia,"Royal Perth Yacht Club, Swan River",-31.985492,115.824012,location
AUSTRALIA,Queensland,"Hook Island, Whitsundays",-20.11284,148.92895,location
USA,Florida,Off Tampa Bay,27.129057980666,-81.886194485633,location
AUSTRALIA,Western Australia,"Toms Surf break, Hamersley Pool, North Beach, Perth",-31.863104482844,115.755176423198,location
AUSTRALIA,Western Australia,North Cottesloe,-32.405636145896,115.760027650339,location
BAHAMAS,Abaco Islands,Treasure Cay,25.11667,-77.25,location
USA,Hawaii,Kukio Beach,19.8222,-155.9963,location
USA,Hawaii,"Hultin's Beach, Oahu",19.413473005133,-154.964052501584,location
USA,Washington,"South Beach, Westport, Grays Harbor County",46.951674091798,-123.819700901536,location
SPAIN,Ibiza Island,Playa d’en Bossa,38.89583572701,1.414275053786,location
SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",-34.05274,23.3716,location
SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,-29.742413869127,31.078229588043,location
USA,Florida,Jensen Beach,27.2444691,-80.2252736,location
USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",33.77156218729,-78.776892695834,location
USA,California,"Refugio State Beach, Santa Barbara County",34.460859,-120.07392,location
AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",-26.806909512274,153.135244045821,location
AUSTRALIA,New South Wales,North Shelly Beach,-28.861355297158,153.59439733283,location
REUNION,Saint-Gilles-les-Bains,Cap Homard,-21.034957513739,55.220312017611,location
USA,Delaware,"Cape Henlopen State Park, Sussex County",38.7523184,-75.1708039,location
USA,Florida,Miami Beach,25.7922359,-80.134852,location
USA,California,"Pillar Point, Half-Moon Bay, San Mateo County",37.4955,-122.498,location
BAHAMAS,Abaco Islands,Scotland Cay,26.6461,-77.07071,location
SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,-32.88024,28.10298,location
MEXICO,Quintana Roo,"Seagull Beach, Cancun",21.04716,-86.781947,location
USA,Hawaii,Ka’anapali Shores,20.921727262506,-156.693271826184,location
AUSTRALIA,Queensland,Bullcock Beach,-26.8067549,153.1317768,location
REUNION,Unknown,Cap La Houssaye,-21.018582,55.238163,location
REUNION,Saint-Gilles,Brisants.,-21.058354427308,55.2230018763,location
SOUTH AFRICA,KwaZulu-Natal,Palm Beach,-30.9820203,30.2705772,location
USA,North Carolina,"Figure Eight Island, Wilmington, New Hanover County",34.270692,-77.748676,location
BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",-30.0102013,-50.1519168,location
AUSTRALIA,Northern Territory,Near Croker Island,-11.17268,132.5267,location
USA,Hawaii,"Kamilo Point, Hawai'i",18.97509,-155.59566,location
SCOTLAND,Easter Ross,Balintore Bay,57.83333,-4.6,location
USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",34.6718589,-77.141822,location
USA,North Carolina,"Atlantic Beach, Carteret County",34.701134,-76.740173,location
ENGLAND,Kent,Folkestone,51.081723621,1.18031667,location
NEW ZEALAND,Cook islans,Penhryn Island,-43.06667,173.08333,location
AUSTRALIA,Victoria,"Winki Pop, Bells Beach",-38.36808,144.28495,location
PHILIPPINES,Surigao del Norte,"Off Bilisan Point, Hinatuarn Island",9.78306,125.71556,location
AUSTRALIA,Queensland,"Point Vernon, Hervey Bay",-25.256804122,152.818640402,location
AUSTRALIA,Western Australia,"Off City Beach, Perth",-31.92850976,115.766119607,location
USA,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",28.1233235,-80.5754143,location
USA,New Mexico,"Albuquerue Aquarium, Albuquerue",35.084248,-106.649241,location
NEW ZEALAND,Northlands,90 Mile Beach,-34.89931,173.085767,location
COSTA RICA,North Pacific coast,Playa Tamarindo,10.29913,-85.84107,location
USA,Florida,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",28.4185793,-80.6102039,location
USA,Florida,"St. Augustine Beach, St. Johns County",29.852015,-81.267319,location
AUSTRALIA,Western Australia,"Leighton Beach, south of North Cottesloe",-32.011478179,115.751616505,location
USA,Florida,"Coquina Beach, Anna Maria Island, Manatee County",27.5257,-82.7381,location
USA,Florida,"Marathon , Monroe County",24.71113,-81.09472,location
USA,Florida,"Boca Ciega Bay, Tampa, Pinellas County",27.80586,-82.78594,location
AUSTRALIA,New South Wales,Whale Beach,-33.612840515,151.330863328,location
USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",21.876705,-159.464115,location
SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",-32.10626,28.81086,location
USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",27.361897494125,-82.553909031001,location
AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",-33.889387797,151.272464529,location
USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County",33.627338483426,-78.952929377968,location
USA,California,"LaJolla Shores, San Diego County",32.855603,-117.253648,location
AUSTRALIA,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",-20.34602,148.95193,location
AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",-34.251660258893,136.233288040621,location
BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",-2.4882842,-44.2963325,location
SOUTH AFRICA,Western Cape Province,Oudekraal,-33.98358,18.35826,location
USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",30.3002,-87.42748,location
